from to fromMaxBalance fromExchangeRate toMaxBalance toExchangeRate
40 61 399 4.5322050942129115 35 5.0169414515475
42 22 358 1.6728546050739104 274 1.990337931804941
44 35 101 5.6172802316254415 350 3.696998863685721
46 66 599 1.7261968924121864 953 2.195093943334612
48 67 147 4.842978990542391 630 2.9344669737315368
50 48 698 3.5086160414427128 636 5.517837027419901
51 32 852 4.648985940378794 516 1.202827576902953
52 92 628 3.6947844850696265 780 2.559171680408814
53 20 298 5.057298181715433 399 4.081259252995311
54 42 41 4.010066778947481 273 5.483756557295982
55 82 459 5.653995331361115 204 3.2970126187627193
56 1 756 3.473944301427834 639 5.35878813776224
59 47 597 5.645697874826867 64 4.765531922004021
63 21 624 1.2407779252854403 129 3.8598879258473198
64 37 810 1.3358169197997474 411 5.012671534803568
65 14 897 2.314825086939634 710 2.7091641599771954
68 37 238 3.4488020500049714 878 2.489716660671767
69 87 248 3.2647851706031275 210 4.252057360229235
71 64 804 1.2518066121519436 634 1.734277693426506
72 15 931 1.7310854983494808 350 4.7399242900692915
74 10 442 5.779557126033033 302 5.823106711762347
75 58 568 5.116260832255925 401 2.568470532827283
76 28 598 4.360538122860133 696 1.9109396882188259
77 40 906 5.644827943860708 713 2.8012809919440045
81 66 830 5.092616646282491 155 5.968108553489037
86 31 164 2.3298687718976145 850 3.325532983003926
89 15 817 3.070121056792601 655 4.669241940512019
92 28 286 5.1268969371328 811 4.764540470090305
93 44 93 3.516564931068521 323 1.6057744031843149
94 93 303 3.6643233624327465 216 1.8708712911641403
96 74 655 4.156162003593498 77 2.3986754180184393
0 16 571 4.25460936079486 342 4.8778628212716235
1 38 440 4.866222174126166 241 2.6262720037224385
4 98 826 5.053187555176583 97 3.5733180839726613
5 46 91 2.432816902906222 417 1.4994554681449292
6 65 772 5.4281323229288985 757 3.9216603722584478
9 83 613 5.5635526652349245 59 1.051919157450211
10 62 727 1.3919498179027991 766 4.25117555991004
11 26 124 1.1683030674639852 339 4.811158308010433
14 11 863 3.8644034559947187 517 4.808975717869759
15 61 425 3.8734286058780043 119 3.317828524740709
17 82 360 1.1784104941914932 906 2.4072046641703917
18 10 334 3.727942816297828 181 4.443966558309201
20 83 842 1.0467976321388452 347 2.670488154094677
22 77 749 2.4431593649410646 103 4.231860972121253
23 56 458 4.332763599586617 814 1.4250433647862695
27 83 289 1.4525239970058936 60 5.146439312563841
29 48 143 3.1811222188661206 906 4.316600430713992
30 18 400 5.828344715206101 892 1.462481984875306
31 55 944 5.327882071765624 387 2.9537042706576866
35 46 812 4.981898650912511 653 2.7589463072881095
37 68 132 5.959167554435567 837 3.9820118544264873
38 54 371 3.916013195898403 356 4.71225919590829
41 59 404 1.1749073377148447 43 1.5454975930296757
42 0 120 5.467342425411168 591 5.580966591584497
44 37 310 4.331409132914011 790 3.373530327873332
47 33 790 3.5283033834015844 423 5.163187276978801
49 50 31 2.7494216668724007 983 4.139091140935593
50 40 412 1.1247804223190996 842 2.3081917612775507
51 29 105 5.765692753813844 370 4.4994084246726755
52 2 503 2.7179592794924012 162 1.0096848561411267
54 46 256 4.5227185252995605 21 5.595188709132576
56 40 483 4.489018758503438 748 2.726334293911501
57 4 415 1.647078340757159 776 2.0458104731841122
59 83 767 5.172318066819089 941 5.207450719488438
60 76 435 3.9685397068633943 138 4.333627653477715
62 2 41 5.834271873250968 362 5.2761143708959075
63 33 305 1.9316895796390567 738 2.8912684601147003
65 49 951 5.590472263106976 43 3.8133234010140096
66 20 657 5.855249973080299 977 5.239829098204383
67 78 275 2.5727638057481808 457 5.1683172826213335
69 2 137 5.0081269932353685 251 5.758187827573273
71 41 34 1.712286157939901 167 4.172566697164986
75 33 187 1.9222362251876448 980 4.574108711707931
76 87 632 4.817780512143223 723 2.378433846105814
77 76 44 4.716016978728851 443 1.702020479943296
79 62 902 2.8747530016939518 616 5.355168409932531
81 30 160 4.990958471868403 601 5.39388973054843
82 97 532 1.8997078393267932 146 3.826451424430995
86 52 581 3.1559844978278333 127 5.020996994927809
93 38 977 1.2305646156577523 671 5.002385392676407
94 43 649 4.817868628040396 711 4.638430123683984
95 91 340 2.3415567059691402 460 4.217637888046313
96 57 441 1.1715367228898779 76 2.9633159037690797
97 33 301 1.0982100812436248 100 2.6868819541671343
98 44 701 3.0040169437428093 7 1.6054082363407043
1 24 498 3.692540233486559 930 1.1266189702394949
2 1 19 3.7182176903141086 332 3.473920957638388
4 80 436 3.9490927037959977 878 2.361604453249271
5 24 784 5.187749836556968 509 4.9231911975039155
6 93 380 5.517429058604887 516 2.234202599862816
9 75 128 3.5996265440077093 424 5.322608236599947
11 63 332 3.5518173234548955 278 5.334053453226542
13 89 726 3.9958933531252407 195 4.029773943959315
15 97 397 2.109999879323915 92 1.086602669827398
17 72 611 1.793333854666196 56 5.934635670714052
20 51 771 4.2173941228595115 486 4.916457334025097
21 46 529 5.743372046404165 994 5.41564436623422
22 24 175 1.6051849245242946 485 5.978590971490578
25 67 749 2.7448568910055617 769 5.075410545390953
26 40 203 3.819630179923763 639 4.282938365627011
27 17 515 2.5742871084809087 913 2.807928620621616
31 73 778 3.2993611873131337 324 3.9855547809035032
32 96 72 2.875508973919092 39 5.933804028272599
33 93 421 1.6917540451243143 179 2.0179372004059872
35 64 240 1.2995145482200057 960 4.988772161991411
41 39 873 1.6093699033147126 838 5.199237299499812
42 88 674 4.243137517918101 803 2.3601107478389984
43 4 609 3.696597770926351 677 4.138121682868206
44 24 392 3.6480014699032903 350 3.529795989083554
47 90 266 2.735290654551074 867 2.0993288397012213
49 47 754 1.3128961231026872 960 3.847917350328305
51 43 702 3.3866303826839474 284 3.9427907713161847
52 30 173 1.094916667367878 137 5.122370455622908
53 80 791 2.1280048647772825 563 2.6435420455364467
54 23 851 4.449984335796735 514 4.67047520473332
55 40 400 2.129631931729688 365 1.3735372225989797
56 87 351 2.949918961769721 596 5.531590983705791
58 91 443 4.654164156655591 487 2.01796624191433
59 99 171 1.7822747339095548 322 5.311890989390465
60 15 815 2.849088861347333 242 1.4526939794111717
64 56 813 2.003636690873977 833 4.806862916986481
65 83 988 3.437954700468273 197 3.2081835555568805
68 61 389 3.9386457910832418 77 2.6263221738311886
70 53 842 3.9112136778909194 216 4.732386299626988
72 19 861 3.5043027926098493 23 5.673275599672709
73 18 730 5.085328293626328 583 5.6132854568123225
75 19 834 1.4921650887834117 411 5.714519086047076
78 67 321 2.8464463896029626 22 1.2918829531475653
80 29 742 5.705252200557732 862 4.053222709432251
81 48 235 1.8045998432274615 609 2.5916543554155083
82 55 309 5.0534513110197565 505 1.3901090404274132
84 95 57 1.22198026548228 26 5.755264518026333
85 30 58 1.9950171769644578 594 4.679636769282043
86 29 117 2.4462994981930666 787 2.2521265533619372
92 4 428 4.328531700787476 302 4.733622041146958
95 41 360 3.1215841542212144 441 2.690228159491667
97 45 520 3.0772723703190863 844 1.8892200132484296
0 42 1 1.6497454934726277 337 1.3429850344572438
2 45 700 5.687701656371771 962 4.869508356456398
4 62 916 2.086074176989217 266 3.383800171498962
6 86 896 4.7468338764973925 848 1.2956500134287
13 52 130 1.118893478874833 119 2.3418545481316624
14 75 469 2.3486391846819723 229 1.48438692343855
15 36 510 1.4438075724064416 815 1.7373326361861887
17 31 527 5.270935338872254 699 2.681183128533225
20 7 663 3.515905795235719 515 3.10765326584915
21 43 688 3.830750521505757 413 4.845497513908671
22 70 627 4.013067837801402 958 5.387601948504125
23 74 920 1.6616051002100332 231 1.0577760303988473
24 69 924 1.545322870944368 377 2.8519718329202997
25 56 363 2.262130893907807 893 1.278423825382319
29 82 299 4.901499819941296 45 1.6354093108671288
30 9 429 4.5459357332792525 732 1.8518261587745057
32 76 764 4.907062485911389 403 5.709156375281992
35 76 587 1.6010463684955791 616 1.903433368723161
39 75 401 1.5516733709333743 953 3.6377817594273036
44 19 200 5.578098277851794 656 1.877113569226693
45 31 202 5.721824486961024 83 4.998820874927364
47 86 880 5.203080290805973 410 1.289961511939688
48 88 35 5.49365608806856 861 1.715147924795565
51 65 756 1.4649722268405687 610 5.422711380640516
52 88 49 5.525028489015854 671 5.786162211851628
57 7 967 3.6123967938068073 610 2.1146707110838694
58 90 503 3.5812341220544477 847 3.2886062600530432
61 74 469 2.742018656868176 615 4.294000879128199
62 90 225 5.740808837848453 8 5.921034600735975
65 81 700 3.3612422874557595 698 1.0924586107053227
66 77 665 3.0467882003233298 309 1.1675839327920803
69 4 868 1.5967913758403254 610 4.619721075299158
70 51 187 5.239711948366404 384 4.702062384529727
72 25 651 1.2389038145530042 904 5.815735288991951
73 51 122 5.3203319351704526 211 5.016285628383553
76 3 2 2.227006884135191 908 2.0261648216057218
77 1 672 2.232914123495523 104 1.829461849081622
78 60 67 4.695244236493873 387 1.669169417140174
79 19 136 2.6152187111247605 753 4.223322163005684
80 96 258 2.646915495967063 686 1.9925721802473353
81 4 248 4.890127414801153 149 5.915817442326281
82 79 710 4.173313690371563 622 3.917947564587248
83 2 72 2.1941717445608866 232 2.58998509827017
85 71 687 3.6502635489961532 207 1.2648298421751227
86 15 522 1.4618892808379738 659 5.834235480063651
93 39 472 5.061284813778592 124 4.393383318775674
94 91 269 1.0573569030363252 207 5.145848089080567
95 87 655 2.9988090308918958 919 2.515607090400456
96 36 952 2.9950573705554464 776 2.767332541636104
99 43 531 4.334749622486446 76 2.6170018445428926
0 58 214 5.972443940889379 411 5.684536140640371
1 53 698 3.8220795409117603 641 1.6969893526508208
3 83 798 1.0320607012632712 0 4.1530133652698495
4 92 881 2.411577060569998 469 4.631329857022583
6 53 848 5.526685194608876 578 2.590563735253517
8 66 918 2.596519304299122 29 5.195854367924124
11 45 146 5.630868506286099 824 3.1845271109168465
13 58 957 5.39874260632612 707 1.5060990476836158
14 71 33 1.6047332648407688 768 4.000706592289225
15 85 306 3.9252816805808965 904 5.933677052154229
16 6 435 4.711887106834702 602 5.405073983883464
17 2 970 1.955766535128365 466 3.2406650829084853
18 63 92 4.797895106123885 722 4.365449214427715
20 77 258 3.305249926637709 796 1.21376174163523
22 4 416 3.0589125370118233 623 3.808357162997787
23 34 214 4.881248532759573 477 3.9748172421799444
25 44 634 4.949834071398471 142 3.3129389269038505
26 50 837 2.599150265180839 532 1.3927187938736587
28 5 263 1.4271723383238946 552 4.7236238411644615
29 45 649 5.72652363395385 318 5.766729671041979
30 35 179 2.365597024343029 785 1.6335059847293467
31 50 289 2.5746731936634486 420 4.424442159641719
34 19 253 2.2448697166230804 171 1.1658267437773397
39 12 8 1.865173429406495 594 1.9609952693979629
40 87 838 4.292408770429511 589 2.3996848321015642
42 32 765 2.968179271877979 473 4.749854346053347
43 99 458 2.653724681134757 388 2.292789255071826
44 55 135 5.038013625561154 197 2.109250646273787
47 51 372 3.9218834314961506 513 5.662343842750674
49 65 417 5.323155491403748 833 3.019519468907963
54 38 657 1.6592845516287082 691 3.485808689102128
55 43 838 3.6872671406985447 464 1.6592600758941125
56 52 74 1.9634262378802794 887 3.978533680061166
57 45 676 3.0454349300612575 439 3.9568496711703562
58 32 117 4.401298608442783 303 5.8942709553900805
59 31 623 3.507139741611507 930 2.7881460253760095
60 79 131 3.1879321573896346 231 4.943761295502823
61 99 379 1.0179825168122616 569 5.045828799906726
62 76 455 5.513284779735811 131 5.411632510315856
63 98 454 1.193716651513569 770 3.977888185229344
65 93 991 3.334479135981452 24 3.350175403842696
71 11 541 5.145435781588949 469 3.9487766206092827
72 66 811 4.092545139322919 46 1.240913987818232
73 39 75 1.6142008311523917 375 1.376801146335869
74 7 679 1.4212293979473969 423 1.2094343011255584
75 50 808 5.279887151301885 925 4.206112133017639
76 42 518 2.4399739572048356 888 5.30016187667651
77 37 371 2.6087304459375 172 3.283785367660683
80 70 674 1.8989435211716312 775 1.1972758085605197
82 5 338 1.6445911476769495 34 2.922127184558222
85 68 608 3.79598323315886 844 4.0663524838565115
87 76 55 4.050298263820135 292 5.648941887543079
89 53 320 3.5092793990154414 935 3.058645501790568
91 16 63 2.191353364781632 484 2.9583458529416466
93 53 825 2.4760047116785415 234 5.690258819024765
96 71 495 3.146008543356884 626 2.1562406799208578
97 89 889 2.684075926149491 390 2.0588514894403414
0 82 115 2.8994046992643323 832 2.7788570727788833
1 60 983 5.16210321172321 213 5.824019719699104
2 20 923 3.6044259200080786 71 5.107937974026504
5 36 418 3.920391068099134 703 1.1703865296373563
8 99 165 5.983391682207301 677 3.39949891459895
9 46 80 4.370571590384421 956 1.9020891561193145
10 26 41 4.4742430350052524 238 4.334044307696189
16 49 744 5.076467614205713 666 1.256158390890272
18 81 300 2.4117151725481047 328 5.6847730587664485
24 77 536 5.916682013310657 854 2.885948930595248
25 11 734 5.962531616588767 292 5.938545394987203
30 51 116 1.5632686565766898 128 5.406993905283302
33 79 341 1.9659388839192529 348 4.338045930826638
36 81 77 4.790551711006106 750 5.643688164531317
37 69 280 5.160588679542162 831 5.126385940518027
40 84 478 4.765547520095092 868 4.113987151911618
41 73 305 1.7174598936683996 788 2.3514093502643987
42 44 83 3.162375000427451 396 4.3307162712109495
45 57 933 3.3620475749939187 268 4.649657086653976
49 83 692 5.62353283354722 145 1.8581381340201955
50 17 797 2.9392094121536942 159 4.763237323448466
53 84 152 1.2324032326357361 361 2.839297436516636
54 1 382 5.07402988382589 342 4.070229352670695
56 45 582 4.912827820694575 482 4.328225075640122
58 71 221 4.550785275868583 758 2.7009223266960793
63 99 906 2.000020234384923 292 5.276180647078419
65 4 605 1.2951500305519894 575 3.6183665412434145
67 54 700 2.2890562149366156 324 5.477661229388367
68 84 588 1.7141830571976315 403 3.0161581899429395
70 33 235 3.824712869819953 113 5.42685570327555
71 34 973 2.895911978840481 556 4.793724285585732
73 41 329 5.10993651494997 406 4.180702978880053
74 80 85 1.5761621387929694 863 4.185872070668343
75 3 191 4.106377155337912 383 3.374597500819675
79 18 699 5.249717041855838 999 5.693981311293516
80 41 872 2.20277170714159 257 4.384566198051817
82 63 527 4.783555575812418 7 4.836147198491964
83 50 580 4.843840705704617 447 2.4684736667734786
84 62 785 4.926137263978735 662 2.8732638640121646
87 19 657 5.90512552811016 86 5.132411030000415
89 14 609 4.971746276993789 523 1.0047912041322207
90 74 475 3.4058240718291835 521 2.215773076883747
91 69 752 4.234942895080774 811 2.1521770445187887
93 28 307 5.917630887593097 871 1.011506761629425
96 89 404 1.4489895370219565 944 1.396330327223554
98 58 955 3.562843793639021 406 3.77242684485556
99 94 268 1.8986311572039352 130 2.962467681318436
1 26 751 4.218148352572069 300 5.468214541737449
2 59 822 1.1005012994390453 532 1.1378759985561584
7 40 887 4.308171810295568 516 1.9382224765864922
10 79 325 5.151066969962798 420 5.460166309150948
11 97 514 3.955298388075768 822 2.3192039874462114
15 29 77 5.252897821748864 558 3.3279381580656864
21 94 877 1.7122043982505122 106 4.575632293291674
23 78 311 3.8552111484629092 159 5.789155311798679
24 51 314 5.66444271517608 278 5.699776976236372
27 85 701 5.991546712409248 384 5.33909551206118
29 43 586 2.9656325427770094 239 1.0166608981782335
32 23 33 1.1428660369817447 231 3.69064170735731
37 0 109 1.5302688827494872 240 2.7702183036283525
38 57 513 3.5589194027948015 370 2.595790712922349
40 10 761 2.850538733212037 144 2.794010476232283
41 8 922 2.2084713815398973 550 2.7058079840617357
44 90 223 1.6841959368965334 298 2.9498175675012264
46 30 463 4.407564598631917 866 1.3255447072598483
48 6 496 1.9452190208156763 213 4.374531665345458
49 77 784 4.409207934825044 469 5.155004625539255
52 65 443 1.4330478326757303 141 5.341756059200144
53 24 170 5.238160953396772 669 4.196266779784937
57 20 332 2.4918856205495667 441 1.0219775682228196
58 20 722 1.393429207416477 50 3.3985942544040837
59 40 313 2.932763029775204 606 3.3886063787433978
60 44 380 4.777582557669426 352 3.3751800572732487
66 1 739 3.1987436439962895 255 5.7812305510619915
69 20 828 2.7984424925427467 197 3.3853028301842616
73 27 464 2.49667933669124 339 5.619324782262332
74 26 62 4.904903020216162 881 3.943318897345091
75 43 373 1.4371755553926715 252 1.8856364984895826
77 47 87 1.8266246723981296 195 5.927990967496562
78 17 406 5.218482532442072 733 3.0634174486470336
79 24 103 5.340354609234365 378 2.6949957054093066
80 68 726 2.1160116407318963 341 3.945319396722068
82 40 399 2.1850576386129843 222 5.0952449055956475
83 37 744 2.4500142010841044 581 3.136989654351873
85 27 895 1.0461587553438525 327 5.401287848304057
87 67 844 1.6387669445610278 170 3.82129681525245
90 59 96 4.979361214006705 285 2.407310838133833
92 11 866 2.0001126838572705 30 1.1319534757904506
94 73 74 3.849225117435641 475 1.4113560848414377
96 30 512 2.8336133930744114 550 2.8821833684537017
97 0 566 1.121156179410048 513 1.4491886955588997
1 65 541 2.877859822267387 253 2.576624774376334
4 48 236 5.71872962469247 815 1.4690451763324388
6 54 17 5.683538050333316 291 2.2874268841674175
7 37 845 5.750443348975548 758 5.430585996309594
9 12 727 3.3706270054111203 721 5.03832141175948
10 45 289 3.1885663014771195 740 1.942527049257561
13 47 228 5.571401404315061 568 1.2497330114540186
14 19 234 2.1423915935652262 988 4.547505407585324
15 81 119 1.5780772644647192 433 2.2029214550347165
16 56 600 4.702817618843749 693 3.9991946122353283
18 55 478 3.936714565573215 136 3.541584499659609
19 43 738 1.6642497265336478 972 3.2460291724514625
20 39 332 4.623184334191056 945 3.271297722543526
22 93 138 2.184758794495424 604 4.193615688807468
23 69 370 1.3632849078245093 406 2.734013663804869
24 1 154 4.002016175268095 953 3.5878267964699617
26 70 296 5.745056176186751 758 5.9784313476063415
28 21 316 1.7783940626144559 713 3.6320398406176135
32 72 287 5.438586934016483 287 1.542099888235139
34 91 339 1.2338053443444965 342 2.780233400615808
35 89 507 5.404937756834919 746 5.785008231400026
36 51 210 3.4260334602200926 903 5.901251423938269
40 23 877 2.709723654065649 286 4.914362095541067
45 87 415 2.3196163665706893 303 5.2750894013683745
46 97 775 5.574907996368317 366 3.6149953581508556
52 17 735 4.867672084923358 833 2.486034615102394
54 77 465 3.0958383762811037 352 5.752469514827347
56 6 202 4.0334295983326705 621 4.285967515675433
59 57 722 1.806459918685235 333 5.839276996826988
63 56 336 3.1355031727448726 719 4.907390304661575
64 7 947 1.82740251163807 470 4.78764544425178
66 8 425 3.7140359437956176 338 4.5604181376300295
69 43 797 3.3054439115921177 377 5.741541679106018
70 9 164 3.88614409743297 265 2.8547836160850837
74 39 173 4.909593658355036 483 1.3915605869665784
77 96 315 5.852356754006387 765 4.640508954255827
80 35 107 3.7201081307410058 438 5.698346880068417
81 63 333 4.816967845332384 546 4.466615662629572
82 10 328 2.4846150051589593 444 3.422224436262246
84 24 175 5.410230333871036 392 3.9365736688686406
87 5 78 5.67875088994035 209 3.2647301337556422
88 12 619 5.399092226341226 381 2.012582004383699
90 70 167 5.563236796591529 14 2.672018020339298
91 61 898 1.7691339194052638 103 3.1238591189600955
93 12 495 2.0315675443196373 851 5.763554402702256
96 46 312 5.9166127115058895 379 1.052017327711883
97 22 601 3.8122067995023983 767 5.36244343590173
98 66 93 3.7667842142664876 864 3.0397318728242175
0 71 977 3.8152936754493387 472 5.928941774416859
1 84 447 3.794816498099333 409 2.447742389810064
4 18 704 5.403681827270253 541 5.023944525529722
5 72 669 5.935958147916862 101 5.4802778959710245
8 94 825 3.4591113904037334 449 4.5397235913455125
10 46 379 2.5279558911525393 562 2.74594497475523
12 10 32 4.928650972576728 91 2.6815552311286797
13 32 570 2.8787292574179357 651 1.576218281518912
15 59 337 3.0164735169456027 244 2.7415207636831056
18 84 298 5.963516545244787 989 4.651738598942689
19 30 449 5.478750332651405 364 4.673342476547173
21 50 788 5.085677649854411 115 5.303582946050967
22 78 438 2.1789784215711476 581 1.763804054784597
24 13 186 5.643857416355726 877 2.357839872427875
26 48 868 4.176887764368884 392 2.8739620436173965
28 42 308 4.828148260966591 497 3.133118413336347
31 9 14 3.2177243957694115 851 2.995659354934495
32 2 524 4.979036909865442 203 2.8886575830284014
33 9 499 1.5086416131250637 212 5.799532801675682
38 59 545 3.8171842877570397 370 2.450727294801525
42 60 567 5.252465373828741 195 3.168500142362284
45 46 628 1.4547165909174056 109 2.009168161391798
46 91 453 2.6014957948050723 535 2.2368875144131444
47 44 405 1.6650528188734073 688 4.279579406868381
49 95 50 4.770603784597633 796 5.439856954127218
50 7 650 2.076346903007238 866 1.9760510063431327
51 46 895 3.600230765243742 466 3.6679482936369414
53 16 252 1.8080553293047044 126 4.044307573991065
55 74 175 5.422772725431273 149 5.556657776781457
56 50 201 4.470560562580771 578 5.31034026938121
58 21 34 4.550322283095383 101 2.0577759754475347
61 39 932 2.0762413561727047 99 4.3636912758005275
62 88 713 1.31517686985425 597 5.93710783749507
63 66 149 4.409072430958764 716 3.179417289960548
64 92 17 3.5736057203390117 595 5.058297175270189
65 34 269 5.942934192211755 373 2.372529205161671
68 42 876 2.9787333981784805 969 1.2424875298416684
70 41 219 5.850010751106063 57 1.4012750881798333
71 16 295 1.894837050990206 10 5.900383850374517
72 92 640 3.5848495091118884 758 2.6602510658218037
73 46 719 2.7414401197558393 241 1.232000609398939
75 30 23 5.444021541666869 452 2.3905184515830413
78 71 565 3.9236109609293837 346 4.06514282190108
79 43 907 1.7947572237564793 471 3.575447456178149
81 86 947 2.008105432125314 182 5.655395120937702
82 62 506 5.596549581496196 293 2.2351063623452174
83 54 283 4.040673688337675 19 3.764903947651441
85 78 194 4.442166784778495 277 2.066440794526382
90 9 989 3.372231303541885 854 5.78773077601142
91 39 924 5.754403780373625 273 4.199757390361664
93 19 665 5.504868945151853 695 5.773856775859183
94 79 502 2.798457002429318 589 3.5545115956364506
95 46 947 5.402370790563113 594 3.637753482757903
97 64 607 5.696448994953188 566 1.9969892063766705
99 6 546 4.352944895873495 475 1.3597955405986475
